device_name,ip,percentage,func_2,func_3,func_4,func_5,func_6,func_7,func_8
guardianalertsystem,20.109.35.196,67.32878129526173,100.0,72.31503579952268,79.0909090909091,45.883777239709445,61.670480549199084,6.896551724137931,74.25968109339408
guardianalertsystem,3.20.21.231,0.8276432857438444,0.0,1.352426412092283,0.0,0.0,1.2585812356979404,10.344827586206897,0.0
guardianalertsystem,142.251.46.238,5.234843782329816,0.0,20.12728719172633,0.0,0.0,0.0,0.0,0.0
guardianalertsystem,52.14.60.18,0.37243947858473,0.0,0.6364359586316627,0.0,0.0,1.1441647597254003,0.0,0.0
guardianalertsystem,3.21.144.98,0.8276432857438444,0.0,0.8750994431185362,0.0,1.2106537530266344,0.0,7.758620689655173,1.1389521640091116
guardianalertsystem,18.224.247.9,2.007034967928823,0.0,1.511535401750199,4.181818181818182,4.479418886198547,1.0297482837528604,7.758620689655173,0.0
guardianalertsystem,3.16.62.71,0.7862611214566521,0.0,0.7159904534606205,1.6363636363636365,2.4213075060532687,0.0,0.0,0.0
guardianalertsystem,13.59.212.206,1.6139044072004967,0.0,1.6706443914081146,3.4545454545454546,0.0,0.0,0.0,4.328018223234624
guardianalertsystem,3.16.93.113,0.8276432857438444,0.0,0.7955449482895784,2.181818181818182,0.0,0.0,7.758620689655173,1.0250569476082005
guardianalertsystem,3.140.39.80,0.5793503000206911,0.0,0.0,3.4545454545454546,0.0,0.0,0.0,1.0250569476082005
guardianalertsystem,142.251.46.174,14.876888061245602,0.0,0.0,4.545454545454546,40.67796610169492,26.773455377574372,0.0,14.123006833712983
guardianalertsystem,3.136.24.113,1.2000827643285745,0.0,0.0,1.4545454545454546,1.2106537530266344,1.0297482837528604,18.96551724137931,1.0250569476082005
guardianalertsystem,172.217.12.106,0.186219739292365,0.0,0.0,0.0,1.0895883777239708,0.0,0.0,0.0
guardianalertsystem,52.14.98.81,0.931098696461825,0.0,0.0,0.0,1.0895883777239708,2.059496567505721,7.758620689655173,1.0250569476082005
guardianalertsystem,142.251.46.234,0.16552865714876888,0.0,0.0,0.0,0.9685230024213075,0.0,0.0,0.0
guardianalertsystem,18.216.126.12,0.931098696461825,0.0,0.0,0.0,0.9685230024213075,0.9153318077803204,9.482758620689655,2.050113895216401
guardianalertsystem,3.18.79.247,0.7862611214566521,0.0,0.0,0.0,0.0,3.203661327231121,8.620689655172415,0.0
guardianalertsystem,142.250.189.170,0.16552865714876888,0.0,0.0,0.0,0.0,0.9153318077803204,0.0,0.0
guardianalertsystem,18.223.47.27,0.186219739292365,0.0,0.0,0.0,0.0,0.0,7.758620689655173,0.0
guardianalertsystem,142.250.191.42,0.16552865714876888,0.0,0.0,0.0,0.0,0.0,6.896551724137931,0.0
