frame_no,ip,domain
9,44.241.48.186,m1.tuyaus.com
9,44.239.154.208,m1.tuyaus.com
9,44.238.208.26,m1.tuyaus.com
10,44.241.48.186,m1.tuyaus.com
10,44.239.154.208,m1.tuyaus.com
10,44.238.208.26,m1.tuyaus.com
75,47.254.95.248,v2.sense-u.com
76,47.254.95.248,v2.sense-u.com
164,59.82.112.156,umengjmacs.m.taobao.com
165,59.82.112.156,umengjmacs.m.taobao.com
168,59.82.112.156,umengjmacs.m.taobao.com
169,59.82.112.156,umengjmacs.m.taobao.com
209,203.119.205.153,amdcopen.m.taobao.com
210,203.119.205.153,amdcopen.m.taobao.com
