frame_no,ip,domain
2,59.82.112.156,umengjmacs.m.taobao.com
3,59.82.112.156,umengjmacs.m.taobao.com
4,59.82.112.156,umengjmacs.m.taobao.com
5,59.82.112.156,umengjmacs.m.taobao.com
34,44.239.154.208,m1.tuyaus.com
34,44.238.208.26,m1.tuyaus.com
34,44.241.48.186,m1.tuyaus.com
35,44.239.154.208,m1.tuyaus.com
35,44.238.208.26,m1.tuyaus.com
35,44.241.48.186,m1.tuyaus.com
113,47.254.95.248,v2.sense-u.com
114,47.254.95.248,v2.sense-u.com
226,203.119.205.153,amdcopen.m.taobao.com
227,203.119.205.153,amdcopen.m.taobao.com
