frame_no,ip,domain
5,44.241.48.186,m1.tuyaus.com
5,44.238.208.26,m1.tuyaus.com
5,44.239.154.208,m1.tuyaus.com
10,44.241.48.186,m1.tuyaus.com
10,44.238.208.26,m1.tuyaus.com
10,44.239.154.208,m1.tuyaus.com
75,47.254.95.248,v2.sense-u.com
76,47.254.95.248,v2.sense-u.com
198,59.82.23.69,umengjmacs.m.taobao.com
199,59.82.23.69,umengjmacs.m.taobao.com
200,59.82.23.69,umengjmacs.m.taobao.com
201,59.82.23.69,umengjmacs.m.taobao.com
215,203.119.214.17,amdcopen.m.taobao.com
216,203.119.214.17,amdcopen.m.taobao.com
248,142.251.46.202,firebaselogging-pa.googleapis.com
248,142.251.214.138,firebaselogging-pa.googleapis.com
248,172.217.12.106,firebaselogging-pa.googleapis.com
248,142.250.191.42,firebaselogging-pa.googleapis.com
248,142.250.189.234,firebaselogging-pa.googleapis.com
248,142.251.32.42,firebaselogging-pa.googleapis.com
248,142.250.189.202,firebaselogging-pa.googleapis.com
249,142.251.46.202,firebaselogging-pa.googleapis.com
249,142.251.214.138,firebaselogging-pa.googleapis.com
249,172.217.12.106,firebaselogging-pa.googleapis.com
249,142.250.191.42,firebaselogging-pa.googleapis.com
249,142.250.189.234,firebaselogging-pa.googleapis.com
249,142.251.32.42,firebaselogging-pa.googleapis.com
249,142.250.189.202,firebaselogging-pa.googleapis.com
