frame_no,ip,domain
14,44.239.154.208,m1.tuyaus.com
14,44.238.208.26,m1.tuyaus.com
14,44.241.48.186,m1.tuyaus.com
15,223.109.148.171,utoken.umeng.com
15,223.109.148.139,utoken.umeng.com
16,47.246.109.108,ulogs.umeng.com
16,47.246.109.109,ulogs.umeng.com
20,44.239.154.208,m1.tuyaus.com
20,44.238.208.26,m1.tuyaus.com
20,44.241.48.186,m1.tuyaus.com
24,223.109.148.171,utoken.umeng.com
24,223.109.148.139,utoken.umeng.com
38,47.246.109.108,ulogs.umeng.com
38,47.246.109.109,ulogs.umeng.com
87,47.254.95.248,v2.sense-u.com
88,47.254.95.248,v2.sense-u.com
209,203.119.214.17,amdcopen.m.taobao.com
214,203.119.214.17,amdcopen.m.taobao.com
354,59.82.23.195,umengjmacs.m.taobao.com
355,59.82.23.195,umengjmacs.m.taobao.com
356,59.82.23.195,umengjmacs.m.taobao.com
357,59.82.23.195,umengjmacs.m.taobao.com
