frame_no,ip,domain
1,172.217.164.106,firebaselogging-pa.googleapis.com
1,172.217.12.106,firebaselogging-pa.googleapis.com
1,142.250.191.42,firebaselogging-pa.googleapis.com
1,142.251.32.42,firebaselogging-pa.googleapis.com
1,142.250.189.202,firebaselogging-pa.googleapis.com
1,142.251.214.138,firebaselogging-pa.googleapis.com
1,142.250.189.234,firebaselogging-pa.googleapis.com
1,142.251.46.202,firebaselogging-pa.googleapis.com
35,44.241.48.186,m1.tuyaus.com
35,44.238.208.26,m1.tuyaus.com
35,44.239.154.208,m1.tuyaus.com
36,44.241.48.186,m1.tuyaus.com
36,44.238.208.26,m1.tuyaus.com
36,44.239.154.208,m1.tuyaus.com
108,47.254.95.248,v2.sense-u.com
109,47.254.95.248,v2.sense-u.com
216,59.82.23.195,umengjmacs.m.taobao.com
217,59.82.23.195,umengjmacs.m.taobao.com
218,59.82.23.195,umengjmacs.m.taobao.com
219,59.82.23.195,umengjmacs.m.taobao.com
221,203.119.214.17,amdcopen.m.taobao.com
222,203.119.214.17,amdcopen.m.taobao.com
