frame_no,ip,domain
16,44.238.208.26,m1.tuyaus.com
16,44.239.154.208,m1.tuyaus.com
16,44.241.48.186,m1.tuyaus.com
25,44.238.208.26,m1.tuyaus.com
25,44.239.154.208,m1.tuyaus.com
25,44.241.48.186,m1.tuyaus.com
84,47.254.95.248,v2.sense-u.com
85,47.254.95.248,v2.sense-u.com
142,59.82.112.84,umengjmacs.m.taobao.com
144,59.82.112.84,umengjmacs.m.taobao.com
145,59.82.112.84,umengjmacs.m.taobao.com
146,59.82.112.84,umengjmacs.m.taobao.com
218,203.119.214.17,amdcopen.m.taobao.com
219,203.119.214.17,amdcopen.m.taobao.com
