packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,262,dns,53,16854,10.215.173.2,10.215.173.1,inbound
2,60,tcp,46362,443,10.215.173.1,3.18.79.247,outbound
3,48,tcp,443,46362,3.18.79.247,10.215.173.1,inbound
4,40,tcp,46362,443,10.215.173.1,3.18.79.247,outbound
5,552,tls,46362,443,10.215.173.1,3.18.79.247,outbound
6,45,tls,46362,443,10.215.173.1,3.18.79.247,outbound
7,40,tcp,443,46362,3.18.79.247,10.215.173.1,inbound
8,140,tls,443,46362,3.18.79.247,10.215.173.1,inbound
9,40,tcp,46362,443,10.215.173.1,3.18.79.247,outbound
10,5332,tls,443,46362,3.18.79.247,10.215.173.1,inbound
11,40,tcp,46362,443,10.215.173.1,3.18.79.247,outbound
12,49,tls,443,46362,3.18.79.247,10.215.173.1,inbound
13,40,tcp,46362,443,10.215.173.1,3.18.79.247,outbound
14,166,tls,46362,443,10.215.173.1,3.18.79.247,outbound
15,40,tcp,443,46362,3.18.79.247,10.215.173.1,inbound
16,91,tls,443,46362,3.18.79.247,10.215.173.1,inbound
17,293,tls,46362,443,10.215.173.1,3.18.79.247,outbound
18,40,tcp,443,46362,3.18.79.247,10.215.173.1,inbound
19,350,tls,443,46362,3.18.79.247,10.215.173.1,inbound
20,40,tcp,46362,443,10.215.173.1,3.18.79.247,outbound
