device_name,functionality_no,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10
earwax,1,4.329004329004329,4.191616766467066,4.3478260869565215,3.888888888888889,4.225352112676056,4.466501240694789,4.444444444444445,4.08997955010225,4.605263157894736,4.326923076923077
earwax,2,23.076923076923077,2.9850746268656714,0.0,2.9850746268656714,2.857142857142857,16.049382716049383,0.0,3.9215686274509802,0.0,3.125
earwax,3,3.3003300330033,3.111111111111111,3.0303030303030303,3.1578947368421053,3.0534351145038165,3.131991051454139,3.3057851239669422,2.9850746268656714,2.976190476190476,3.582089552238806
earwax,4,2.1739130434782608,3.571428571428571,3.2520325203252036,3.5398230088495577,4.25531914893617,2.1739130434782608,2.2222222222222223,4.2105263157894735,4.705882352941177,2.1739130434782608
earwax,5,3.3707865168539324,3.1746031746031744,3.8834951456310676,3.0534351145038165,3.3707865168539324,2.631578947368421,3.436426116838488,3.870967741935484,3.5502958579881656,3.6363636363636362
