frame_no,ip,domain
4,89.30.121.170,scalews.withings.net
5,34.111.202.166,prod.rudderstack.withings.net
6,89.30.121.170,scalews.withings.net
8,34.111.202.166,prod.rudderstack.withings.net
32,151.101.42.217,static.withings.com
37,151.101.42.217,p4.withings.com
38,151.101.42.217,static.withings.com
127,151.101.42.217,p4.withings.com
