frame_no,ip,domain
2,151.101.42.217,static.withings.com
3,151.101.42.217,static.withings.com
20,89.30.121.170,scalews.withings.net
21,89.30.121.170,scalews.withings.net
80,151.101.42.217,p4.withings.com
82,151.101.42.217,p4.withings.com
