frame_no,ip,domain
4,151.101.42.217,static.withings.com
5,151.101.42.217,static.withings.com
24,89.30.121.170,scalews.withings.net
25,89.30.121.170,scalews.withings.net
84,151.101.42.217,p4.withings.com
85,151.101.42.217,p4.withings.com
