frame_no,time
1,1683269918.925393000
3,1683269918.934452000
6,1683269918.949122000
20,1683269919.999314000
21,1683269920.021932000
34,1683269920.547506000
35,1683269920.975144000
65,1683269921.937141000
69,1683269921.964245000
182,1683269922.136029000
230,1683269922.708636000
