frame_no,time
1,1683269941.893788000
2,1683269941.908639000
4,1683269941.917040000
5,1683269941.922245000
20,1683269942.012804000
21,1683269942.026277000
53,1683269942.950802000
55,1683269942.964981000
60,1683269942.986480000
90,1683269943.138488000
