frame_no,time
1,1683269962.857647000
2,1683269962.873703000
31,1683269963.795615000
33,1683269963.811610000
38,1683269963.828837000
39,1683269963.838485000
720,1683269964.397541000
722,1683269964.411369000
727,1683269964.434096000
736,1683269964.476801000
786,1683269965.735742000
787,1683269965.751511000
