frame_no,time
1,1683269986.091775000
2,1683269986.111217000
4,1683269986.118036000
6,1683269986.126313000
20,1683269986.234445000
23,1683269986.333384000
50,1683269987.267613000
54,1683269987.294148000
75,1683269987.399415000
79,1683269987.402598000
690,1683269987.973357000
691,1683269987.988009000
693,1683269988.005465000
695,1683269988.020371000
