frame_no,time
21,1681867275.249752000
22,1681867275.251910000
86,1681867275.577857000
87,1681867275.579716000
198,1681867279.602501000
199,1681867279.619037000
212,1681867283.652302000
213,1681867283.656283000
214,1681867283.673508000
215,1681867283.674057000
