frame_no,ip,domain
1,3.229.68.101,us-kardia-production.alivecor.com
1,54.83.45.155,us-kardia-production.alivecor.com
2,3.229.68.101,us-kardia-production.alivecor.com
2,54.83.45.155,us-kardia-production.alivecor.com
31,54.83.45.155,app.alivecor.com
31,3.229.68.101,app.alivecor.com
33,54.83.45.155,app.alivecor.com
33,3.229.68.101,app.alivecor.com
38,54.83.45.155,us-telekardia-production.alivecor.com
38,3.229.68.101,us-telekardia-production.alivecor.com
39,54.83.45.155,us-telekardia-production.alivecor.com
39,3.229.68.101,us-telekardia-production.alivecor.com
720,76.223.13.31,api.braintreegateway.com
722,76.223.13.31,api.braintreegateway.com
727,52.217.202.41,alivecor-nn-us-production.s3.amazonaws.com
736,52.217.202.41,alivecor-nn-us-production.s3.amazonaws.com
786,54.213.2.126,client-analytics.braintreegateway.com
786,52.35.231.16,client-analytics.braintreegateway.com
786,44.230.28.10,client-analytics.braintreegateway.com
787,54.213.2.126,client-analytics.braintreegateway.com
787,52.35.231.16,client-analytics.braintreegateway.com
787,44.230.28.10,client-analytics.braintreegateway.com
