frame_no,ip,domain
1,35.190.25.25,api.mixpanel.com
1,35.186.241.51,api.mixpanel.com
1,130.211.34.183,api.mixpanel.com
2,35.190.25.25,api.mixpanel.com
2,35.186.241.51,api.mixpanel.com
2,130.211.34.183,api.mixpanel.com
4,130.211.34.183,decide.mixpanel.com
4,35.190.25.25,decide.mixpanel.com
4,35.186.241.51,decide.mixpanel.com
9,130.211.34.183,decide.mixpanel.com
9,35.190.25.25,decide.mixpanel.com
9,35.186.241.51,decide.mixpanel.com
12,54.83.45.155,us-kardia-production.alivecor.com
12,3.229.68.101,us-kardia-production.alivecor.com
13,54.83.45.155,us-kardia-production.alivecor.com
13,3.229.68.101,us-kardia-production.alivecor.com
50,3.229.68.101,app.alivecor.com
50,54.83.45.155,app.alivecor.com
52,3.229.68.101,app.alivecor.com
52,54.83.45.155,app.alivecor.com
57,3.229.68.101,us-telekardia-production.alivecor.com
57,54.83.45.155,us-telekardia-production.alivecor.com
87,3.229.68.101,us-telekardia-production.alivecor.com
87,54.83.45.155,us-telekardia-production.alivecor.com
