frame_no,ip,domain
1,35.186.241.51,api.mixpanel.com
1,130.211.34.183,api.mixpanel.com
1,35.190.25.25,api.mixpanel.com
2,35.186.241.51,api.mixpanel.com
2,130.211.34.183,api.mixpanel.com
2,35.190.25.25,api.mixpanel.com
4,35.190.25.25,decide.mixpanel.com
4,35.186.241.51,decide.mixpanel.com
4,130.211.34.183,decide.mixpanel.com
7,35.190.25.25,decide.mixpanel.com
7,35.186.241.51,decide.mixpanel.com
7,130.211.34.183,decide.mixpanel.com
20,54.83.45.155,us-kardia-production.alivecor.com
20,3.229.68.101,us-kardia-production.alivecor.com
21,54.83.45.155,us-kardia-production.alivecor.com
21,3.229.68.101,us-kardia-production.alivecor.com
50,3.229.68.101,app.alivecor.com
50,54.83.45.155,app.alivecor.com
51,3.229.68.101,app.alivecor.com
51,54.83.45.155,app.alivecor.com
57,3.229.68.101,us-telekardia-production.alivecor.com
57,54.83.45.155,us-telekardia-production.alivecor.com
87,3.229.68.101,us-telekardia-production.alivecor.com
87,54.83.45.155,us-telekardia-production.alivecor.com
783,54.231.139.9,alivecor-nn-us-production.s3.amazonaws.com
789,54.231.139.9,alivecor-nn-us-production.s3.amazonaws.com
808,76.223.13.31,api.braintreegateway.com
809,76.223.13.31,api.braintreegateway.com
858,44.230.28.10,client-analytics.braintreegateway.com
858,54.213.2.126,client-analytics.braintreegateway.com
858,52.35.231.16,client-analytics.braintreegateway.com
859,44.230.28.10,client-analytics.braintreegateway.com
859,54.213.2.126,client-analytics.braintreegateway.com
859,52.35.231.16,client-analytics.braintreegateway.com
