frame_no,time
1,1683286685.360199000
2,1683286685.373810000
12,1683286685.405908000
22,1683286685.414626000
149,1683286686.334261000
150,1683286686.346255000
208,1683286686.512048000
220,1683286686.523423000
911,1683286687.896287000
913,1683286687.909229000
