frame_no,ip,domain
30,34.102.155.183,fsc.fitbit.com
35,34.102.155.183,fsc.fitbit.com
133,142.250.189.170,scone-pa.googleapis.com
133,142.251.46.170,scone-pa.googleapis.com
133,142.250.189.202,scone-pa.googleapis.com
133,142.251.46.234,scone-pa.googleapis.com
133,142.251.46.202,scone-pa.googleapis.com
133,142.250.191.42,scone-pa.googleapis.com
133,142.250.191.74,scone-pa.googleapis.com
133,142.251.32.42,scone-pa.googleapis.com
133,172.217.164.106,scone-pa.googleapis.com
133,142.250.72.202,scone-pa.googleapis.com
134,142.250.189.170,scone-pa.googleapis.com
134,142.251.46.170,scone-pa.googleapis.com
134,142.250.189.202,scone-pa.googleapis.com
134,142.251.46.234,scone-pa.googleapis.com
134,142.251.46.202,scone-pa.googleapis.com
134,142.250.191.42,scone-pa.googleapis.com
134,142.250.191.74,scone-pa.googleapis.com
134,142.251.32.42,scone-pa.googleapis.com
134,172.217.164.106,scone-pa.googleapis.com
134,142.250.72.202,scone-pa.googleapis.com
