device_name,functionality_no,measurement_no,duration,volume_kb,packet_count
withingsbpm,1,1,14.461850881576538,0.3203125,4
withingsbpm,1,2,14.472881078720093,0.3203125,4
withingsbpm,1,3,14.23881196975708,22.66015625,23
withingsbpm,1,4,14.233354091644287,0.3203125,4
withingsbpm,1,5,14.24128794670105,0.3203125,4
withingsbpm,1,6,14.074917078018188,0.3203125,4
withingsbpm,1,7,14.556648015975952,0.3203125,4
withingsbpm,1,8,14.240493059158325,0.3203125,4
withingsbpm,1,9,14.150633096694946,0.3203125,4
withingsbpm,1,10,14.322174072265625,0.3203125,4
withingsbpm,2,1,13.900071859359741,1692.9345703125,858
withingsbpm,2,2,11.693669080734253,2144.384765625,724
withingsbpm,2,3,3.3486859798431396,1559.951171875,603
withingsbpm,2,4,3.3755218982696533,3070.88671875,875
withingsbpm,2,5,3.6885318756103516,4344.96875,1287
withingsbpm,2,6,3.2186269760131836,174.341796875,283
withingsbpm,2,7,2.3003649711608887,1543.1943359375,483
withingsbpm,2,8,3.218179941177368,1501.8515625,583
withingsbpm,2,9,3.102975845336914,1579.0712890625,459
withingsbpm,2,10,3.471719980239868,1624.05859375,571
withingsbpm,3,1,6.046955108642578,0.24609375,3
withingsbpm,3,2,7.025890111923218,12.537109375,20
withingsbpm,3,3,7.021795034408569,0.3349609375,4
withingsbpm,3,4,5.996814966201782,0.24609375,3
withingsbpm,3,5,6.077620983123779,12.701171875,23
withingsbpm,3,6,0.2856462001800537,17.6875,21
withingsbpm,3,7,1.9977428913116455,0.171875,2
withingsbpm,3,8,1.996654987335205,0.171875,2
withingsbpm,3,9,2.1838300228118896,17.59765625,19
withingsbpm,3,10,1.9961128234863281,0.171875,2
withingsbpm,4,1,6.347433805465698,9.3642578125,19
withingsbpm,4,2,2.0673091411590576,0.171875,2
withingsbpm,4,3,7.0543739795684814,10.2822265625,18
withingsbpm,4,4,6.167831897735596,9.3642578125,19
withingsbpm,4,5,5.998354911804199,12.693359375,23
withingsbpm,4,6,6.664621829986572,12.6044921875,22
withingsbpm,4,7,2.0976011753082275,12.41796875,18
withingsbpm,4,8,1.9967319965362549,0.171875,2
withingsbpm,4,9,2.0458741188049316,12.60546875,22
withingsbpm,4,10,4.207763910293579,14.5205078125,19
withingsbpm,5,1,1.9950718879699707,5.2138671875,18
withingsbpm,5,2,5.99865198135376,11.4521484375,19
withingsbpm,5,3,6.077198028564453,10.443359375,20
withingsbpm,5,4,1.9940650463104248,0.171875,2
withingsbpm,5,5,5.996067047119141,12.4765625,19
withingsbpm,5,6,3.9174890518188477,15.525390625,19
withingsbpm,5,7,1.9959840774536133,0.171875,2
withingsbpm,5,8,2.295283079147339,10.296875,18
withingsbpm,5,9,4.335581064224243,14.5205078125,19
withingsbpm,5,10,5.989229917526245,0.24609375,3
withingsbpm,6,1,6.746018886566162,9.3876953125,19
withingsbpm,6,2,5.486581087112427,0.2607421875,3
withingsbpm,6,3,6.429138898849487,11.46484375,20
withingsbpm,6,4,5.998816013336182,13.578125,20
withingsbpm,6,5,6.076629877090454,0.24609375,3
withingsbpm,6,6,2.1799721717834473,10.3203125,18
withingsbpm,6,7,2.608358860015869,14.5341796875,19
withingsbpm,6,8,4.877335071563721,0.2607421875,3
withingsbpm,6,9,5.9972240924835205,0.24609375,3
withingsbpm,6,10,5.993870973587036,0.24609375,3
withingsbpm,7,1,5.5815441608428955,5.2138671875,18
withingsbpm,7,2,5.99832010269165,9.3720703125,19
withingsbpm,7,3,6.379124164581299,7.220703125,18
withingsbpm,7,4,5.996225833892822,0.24609375,3
withingsbpm,7,5,5.998273134231567,11.4775390625,19
withingsbpm,7,6,6.064213037490845,9.662109375,19
withingsbpm,7,7,5.996433973312378,10.453125,20
withingsbpm,7,8,5.997159004211426,9.3720703125,19
withingsbpm,7,9,6.00015115737915,10.3984375,19
withingsbpm,7,10,5.998768091201782,9.3720703125,19
withingsbpm,8,1,8.697304010391235,20.490234375,20
withingsbpm,8,2,7.388844966888428,18.271484375,20
withingsbpm,8,3,5.989824056625366,16.2509765625,23
withingsbpm,8,4,5.9975481033325195,17.2685546875,23
withingsbpm,8,5,6.519901990890503,16.1708984375,23
withingsbpm,8,6,6.811300039291382,19.5908203125,25
withingsbpm,8,7,5.997422218322754,21.3798828125,20
withingsbpm,8,8,5.997243165969849,19.3173828125,20
withingsbpm,8,9,5.997269153594971,17.3427734375,22
withingsbpm,8,10,6.650852918624878,19.5908203125,25
