packet_no,packet_size,protocol,source_port,destination_port,source_host,destination_host,traffic_direction_type
1,60,tcp,41174,853,192.168.1.108,10.215.173.2,inbound
2,60,tcp,47110,443,10.215.173.1,203.119.205.154,outbound
3,60,tcp,47110,443,10.215.173.1,203.119.205.154,outbound
4,60,tcp,44860,443,10.215.173.1,203.119.205.154,outbound
5,60,tcp,44860,443,10.215.173.1,203.119.205.154,outbound
6,60,tcp,44860,443,10.215.173.1,203.119.205.154,outbound
7,60,tcp,44860,443,10.215.173.1,203.119.205.154,outbound
8,60,tcp,44860,443,10.215.173.1,203.119.205.154,outbound
9,60,tcp,46080,443,10.215.173.1,106.11.61.137,inbound
10,60,tcp,46080,443,10.215.173.1,106.11.61.137,inbound
11,60,tcp,46080,443,10.215.173.1,106.11.61.137,inbound
12,60,tcp,46080,443,10.215.173.1,106.11.61.137,inbound
13,71,tls,39582,8883,10.215.173.1,44.241.48.186,outbound
